Date,Adj Close
2005-02-28,1.010887506174876
2005-03-31,0.9887434693237912
2005-04-29,0.9724318364196542
2005-05-31,0.993466777215838
2005-06-30,0.982028541541022
2005-07-29,1.007714101089651
2005-08-31,0.993094760000128
2005-09-30,0.9975506121545624
2005-10-31,0.9796424529272041
2005-11-30,1.011148652103387
2005-12-30,1.0031804867033858
2006-01-31,1.0184493216597006
2006-02-28,1.021985036664339
2006-03-31,1.0338458132949682
2006-04-28,1.0476002367302153
2006-05-31,1.0226390785740673
2006-06-30,1.0198133166147938
2006-07-31,1.0355287693358328
2006-08-31,1.0578514524924663
2006-09-29,1.0873120370908205
2006-10-31,1.1199025422912987
2006-11-30,1.133962511729738
2006-12-29,1.1504049394792524
2007-01-31,1.1600043262382425
2007-02-28,1.1248390285813614
2007-03-30,1.134347266213972
2007-04-30,1.1805923857020186
2007-05-31,1.212089867562798
2007-06-29,1.1982422078379964
2007-07-31,1.1733673110313472
2007-08-31,1.1905622754842895
2007-09-28,1.2291131136775448
2007-10-31,1.242887885586509
2007-11-30,1.1971734754886076
2007-12-31,1.1879114549278325
2008-01-31,1.1237821545597162
2008-02-29,1.0769199619633794
2008-03-31,1.0770666655465666
2008-04-30,1.1205735827954615
2008-05-30,1.1176833326865248
2008-06-30,1.0224498222814156
2008-07-31,1.0272909412453934
2008-08-29,1.0390724827732518
2008-09-30,0.9555554150343953
2008-10-31,0.7978380823039801
2008-11-28,0.7280278138715218
2008-12-31,0.7249043517870262
2009-01-30,0.6269675389861242
2009-02-27,0.5103498473838672
2009-03-31,0.5907172807803487
2009-04-30,0.6638972854765232
2009-05-29,0.7156387495704453
2009-06-30,0.720538332644967
2009-07-31,0.789335694291677
2009-08-31,0.8202903703865744
2009-09-30,0.8485765002665171
2009-10-30,0.8361311816558663
2009-11-30,0.8934047612098924
2009-12-31,0.8999425255173261
2010-01-29,0.8622836827015196
2010-02-26,0.8841993603833064
2010-03-31,0.9396425841148508
2010-04-30,0.9496317037927063
2010-05-31,0.8581749914145815
2010-06-30,0.8052642657038882
2010-07-30,0.873271592687547
2010-08-31,0.8223946153750394
2010-09-30,0.9010505621586371
2010-10-29,0.9362156646449993
2010-11-30,0.9299115317829254
2010-12-31,0.9959615531652738
2011-01-31,1.0192437274657256
2011-02-28,1.047717713463273
2011-03-31,1.0422661885553381
2011-04-29,1.0682616518492505
2011-05-31,1.0499971213256563
2011-06-30,1.033096911174419
2011-07-29,1.0200893036928518
2011-08-31,0.963837678651648
2011-09-30,0.8985409491235895
2011-10-31,0.991480723095862
2011-11-30,0.9889748379582735
2011-12-30,1.0045654535576387
2012-01-31,1.0441372377685672
2012-02-29,1.0863761331427766
2012-03-30,1.1200742267429376
2012-04-30,1.1118775544129247
2012-05-31,1.0499468466799564
2012-06-29,1.093406002833638
2012-07-31,1.11233378523887
2012-08-31,1.1289780617134733
2012-09-28,1.1555250067710392
2012-10-31,1.1291482896262104
2012-11-30,1.1289471853268953
2012-12-31,1.12928743390423
2013-01-31,1.1720938622093735
2013-02-28,1.183350650935756
2013-03-29,1.2151318239219362
2013-04-30,1.2353776396320468
2013-05-31,1.2555489468568684
2013-06-28,1.2376560716766818
2013-07-31,1.2845664386320221
2013-08-30,1.2518481171299025
2013-09-30,1.2751075122628095
2013-10-31,1.3211748008527517
2013-11-29,1.3500744006208836
2013-12-31,1.3714840437081937
2014-01-31,1.32919726783613
2014-02-28,1.3646998060426934
2014-03-31,1.3768349958828043
2014-04-30,1.3862684486014756
2014-05-30,1.4059401869632353
2014-06-30,1.4208168039944202
2014-07-31,1.4131267986827596
2014-08-29,1.4477313653132942
2014-09-30,1.4388854800012651
2014-10-31,1.4552501118508017
2014-11-28,1.477822454305877
2014-12-31,1.4692069245063983
2015-01-30,1.4326818663039347
2015-02-27,1.487845810795892
2015-03-31,1.4621475485746982
2015-04-30,1.4778770103500856
2015-05-29,1.488537128145525
2015-06-30,1.4690748178519208
2015-07-31,1.4939430334490746
2015-08-31,1.4239892308981243
2015-09-30,1.4007313299594795
2015-10-30,1.4892171669132535
2015-11-30,1.4888934122895527
2015-12-31,1.4725589125192349
2016-01-29,1.424127499835223
2016-02-29,1.4138251430737672
2016-03-31,1.4742033251900408
2016-04-29,1.4764900701800856
2016-05-31,1.4901986586658555
2016-06-30,1.4907159403176413
2016-07-29,1.5262986675071906
2016-08-31,1.5245607579984088
2016-09-30,1.5231014565168373
2016-10-31,1.5075325654995468
2016-11-30,1.5336436331721102
2016-12-30,1.5566924638539446
2017-01-31,1.5697495104056274
2017-02-28,1.6107984915844153
2017-03-31,1.6103301862449813
2017-04-28,1.6187074476709218
2017-05-31,1.6263098667495601
2017-06-30,1.6308155363566317
2017-07-31,1.6505040970630875
2017-08-31,1.6549390185268615
2017-09-29,1.6716303967159725
2017-10-31,1.69354305351975
2017-11-30,1.720412512027372
2017-12-29,1.7334797987306443
2018-01-31,1.789578346527741
2018-02-28,1.7491780779800896
2018-03-30,1.711449590293815
2018-04-30,1.7143485055606091
2018-05-31,1.7383363545890143
2018-06-29,1.7430270926406495
2018-07-31,1.781829140844955
2018-08-31,1.8175356493456227
2018-09-28,1.8232462495929893
2018-10-31,1.7549605986794785
2018-11-30,1.7683952910431338
2018-12-31,1.673139838579921
2019-01-31,1.740663526154986
2019-02-28,1.767055914196412
2019-03-29,1.7896902248830173
2019-04-30,1.8316556531834935
2019-05-31,1.76005995849414
2019-06-28,1.8257078818163381
2019-07-31,1.8407241364621152
2019-08-30,1.8217848883984273
2019-09-30,1.8393261664856984
2019-10-31,1.8652262109602193
2019-11-29,1.9007925944270891
2019-12-31,1.9314483590595612
2020-01-31,1.9345913907686438
2020-02-28,1.8462816236121649
2020-03-31,1.7371328030888393
2020-04-30,1.8564903287314771
2020-05-29,1.894336933028848
2020-06-30,1.9210348939742525
2020-07-31,1.974045826038141
2020-08-31,2.059349060509914
2020-09-30,2.010356923731968
2020-10-30,1.9758515682070934
2020-11-30,2.0713757804950887
2020-12-31,2.1079143511123153
2021-01-29,2.101646565852985
2021-02-26,2.11424131131655
2021-03-31,2.15412997186071
2021-04-30,2.2075900146278276
2021-05-31,2.209545190696308
2021-06-30,2.2406644156210644
2021-07-30,2.264304394901023
2021-08-31,2.297268142896482
2021-09-30,2.2471328255165908
2021-10-29,2.317634859083417
2021-11-30,2.3155402795518603
2021-12-31,2.3512901247109737
2022-01-31,2.3037115468883753
2022-02-28,2.2625183018073187
2022-03-31,2.3004279076569665
2022-04-29,2.196342403557151
2022-05-31,2.192098420047932
2022-06-30,2.1108800075298593
2022-07-29,2.1995401560041357
2022-08-31,2.1519465046857067
2022-09-30,2.05127480961916
2022-10-31,2.1194775841959936
2022-11-30,2.1682757036233715
2022-12-30,2.1013073031309624
2023-01-31,2.1620953854233793
2023-02-28,2.1405298127907493
2023-03-31,2.1935987065372897
2023-04-28,2.2140348194937767
2023-05-31,2.2365536450549612
2023-06-30,2.295014740489946
2023-07-31,2.3270861067225788
2023-08-31,2.3138056451157984
2023-09-29,2.263299779828489
2023-10-31,2.247041770189924
2023-11-30,2.3329230112373276
2023-12-29,2.3700729035036345
2024-01-31,2.39318286405723
2024-02-29,2.4462820872414293
